,Overall Qual,Year Built,Year Remod/Add,Mas Vnr Area,BsmtFin SF 1,Total Bsmt SF,1st Flr SF,Gr Liv Area,Full Bath,TotRms AbvGrd,Fireplaces,Garage Yr Blt,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,SalePrice,NridgHt,VinylSd,VinylSd.1,Stone.2,Unknown,Gd,TA,CBlock.2,PConc,Gd.2,TA.2,GLQ,TA.4,Y,Gd.6,TA.5,Attchd,Detchd,Unf.2,Y.1,New,Partial,SalePrice
1179,6,-1.1690718171697445,0.5923467768094616,-0.6008912727416957,-0.17920271932398588,-0.712747650705066,-0.7570236894268432,0.7670780077969839,1,6,1,-1.5080442606617062,-0.9072202168775808,-1.0214230862294447,-0.7686489696843887,-0.7799797676024581,188700,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,188700
1180,5,-1.0687558216645867,0.5923467768094616,-0.6008912727416957,0.5422970233614309,-0.06919270788050152,0.63989701859609,1.5012096034479963,2,7,1,-1.5862861827704233,-0.9072202168775808,-1.0214230862294447,-0.7686489696843887,0.25866646101577956,198000,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,198000
1181,5,-1.0353171564962007,-1.535649904375179,-0.6008912727416957,-1.0192345625934354,-0.23362524833787923,-0.47831114431649835,0.011820323062489172,1,6,0,-1.5471652217160647,-0.9072202168775808,-1.1023309536632588,-0.12650451948435956,-0.7799797676024581,110000,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,110000
1182,6,-0.6006145093071832,-1.4883610892377426,0.28524181276389443,0.2691578350590946,0.3532288184668998,0.05560806860572857,-0.7355150782656996,1,5,1,-1.0385927280094023,-0.9072202168775808,-0.4604618720216669,-0.10643750541560865,1.9464665825204155,104000,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,104000
1183,8,-1.1356331520013585,-1.535649904375179,-0.1981035066027911,-0.47810975557937285,-1.016097337410918,-0.3070540382848407,1.329560129644702,1,9,2,-1.6645281048791407,0.511830869888621,1.9236232883613884,-0.7686489696843887,-0.7799797676024581,257076,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,257076
1184,7,-1.0018784913278147,1.1125237433212625,2.5408533031417604,-0.14055094739441,-0.4774390152229565,0.21007526228134138,1.543461781614961,1,8,2,-1.5080442606617062,0.511830869888621,0.008803759094454851,-0.7686489696843887,2.309992762536799,311500,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,311500
1185,7,-0.6340531744755692,0.8287908524966439,-0.6008912727416957,0.10166682336426566,-0.3810475259893213,0.4820718424492683,2.0900993366500673,2,8,2,0.6436085973280198,0.511830869888621,0.41334309626352533,-0.7686489696843887,1.7127711810813122,263400,0,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,263400
1186,6,0.3691067805760097,-0.1169854502520853,-0.6008912727416957,-0.07613132751178348,-1.2769213671019308,-1.8752318523394316,-0.8913199852563821,1,5,1,0.09591514256699867,0.511830869888621,0.176013351791004,1.3684880286375833,-0.7799797676024581,116500,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,116500
1187,6,0.3691067805760097,-0.1169854502520853,-0.6008912727416957,-0.8105149941737256,-0.7099126069040768,-1.2036353580976369,0.4924388497117131,2,6,1,0.09591514256699867,0.511830869888621,0.12207477350179459,0.8467456628500596,-0.7799797676024581,151000,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,151000
1188,6,-1.4365811385168323,0.7342132222217709,-0.6008912727416957,-0.2487759087972225,-0.20527481032798653,-0.521964916442215,-1.1897259935605706,1,5,0,-2.0166167543683686,-0.9072202168775808,-1.264146688530887,-0.7686489696843887,-0.7799797676024581,126000,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,126000
1189,6,-0.9684398261594288,1.1125237433212625,-0.6008912727416957,-1.0192345625934354,-0.6985724317001196,-1.0558841293644419,-0.7381558394011349,1,5,0,-1.4689232996073474,-0.9072202168775808,-1.0214230862294447,-0.7686489696843887,-0.7799797676024581,120000,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,120000
1190,4,-1.5703357991903761,-1.535649904375179,-0.6008912727416957,-1.0192345625934354,-0.4831091028249351,-0.9349967604009188,-1.514539613219112,1,5,0,1.073939168925965,-2.3262713036437828,-2.3159489651704703,-0.7686489696843887,-0.7799797676024581,55000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,55000
1191,6,-1.3028264778432883,1.1598125584586991,-0.6008912727416957,0.36707565728068686,-0.4264082268051496,-0.8678371109767393,-1.461724390510406,1,5,0,0.956576285762889,-0.9072202168775808,0.014197616923375792,-0.7686489696843887,-0.7799797676024581,120500,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,120500
1192,5,-1.3028264778432883,-1.535649904375179,-0.6008912727416957,-1.0192345625934354,-0.5284698036407633,-0.9887244799402625,-0.4476721145032524,1,7,0,1.073939168925965,-2.3262713036437828,-2.3159489651704703,-0.7686489696843887,-0.7799797676024581,119000,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,119000
1193,5,-1.3028264778432883,0.5923467768094616,-0.6008912727416957,-1.0192345625934354,-1.2655811918979738,-0.5454707937406779,-1.2082113215086177,1,5,0,-1.7036490659334993,-0.9072202168775808,-0.3741601467589319,-0.7686489696843887,1.5569742467885765,99500,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,99500
1194,5,-0.3665438531284814,-1.1573393832756873,1.030399180120868,-0.16889558014276565,0.5233314465262561,0.257087016878267,1.5461025427503963,2,7,0,-0.7647460006288916,-0.9072202168775808,-0.3957355780746156,-0.7686489696843887,-0.7799797676024581,165500,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,165500
1195,1,-0.5671758441387972,-1.4410722741003061,-0.6008912727416957,-1.0192345625934354,-2.7398039684123945,-1.1465496560870843,-1.6809075647515357,1,4,0,-0.9994717669550436,0.511830869888621,0.3108597975140275,-0.7686489696843887,-0.7799797676024581,13100,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,13100
1196,4,-2.473179758736797,-1.535649904375179,-0.6008912727416957,-1.0192345625934354,-2.2493413908412507,-0.8376152687358586,-0.022509571698169677,1,6,0,-3.2293665470534867,-0.9072202168775808,-1.3180852668200964,-0.7686489696843887,2.4138573853986225,89000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,89000
1197,4,-1.637213129527148,-1.535649904375179,-0.6008912727416957,-1.0192345625934354,-0.8998605415703579,-1.428620183668638,-0.1387030616573227,1,6,0,-2.2513425206945206,-0.9072202168775808,-0.9674845079402352,-0.7686489696843887,0.6221926410321627,40000,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,40000
1198,4,-1.9715997812110075,0.8287908524966439,-0.6008912727416957,-1.0192345625934354,-1.730528375260214,-1.3547445693020406,-0.8464270459539821,1,5,0,-2.642552131238107,-0.9072202168775808,-1.264146688530887,-0.7686489696843887,-0.7799797676024581,80900,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,80900
1199,4,-1.637213129527148,-1.535649904375179,-0.6008912727416957,-1.0192345625934354,-1.0614580382267462,-2.1573023799209854,-1.334967856009512,1,5,0,-2.2513425206945206,-0.9072202168775808,-1.1508756741235473,-0.7686489696843887,-0.0009950961387798765,65000,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,65000
1200,8,1.3053894052908166,1.2071013735961356,1.2720718398042108,2.7944069344580535,1.7962661131704387,1.9394362349539631,0.7459519187135015,2,5,1,1.191302052089041,0.511830869888621,0.28389050836942276,0.856779169884435,0.5962264853167067,392500,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,392500
1201,8,1.2719507401224308,1.2071013735961356,1.2720718398042108,2.784099795276833,1.7849259379664815,1.9260043050691273,0.7353888741717604,2,5,1,1.1521810910346824,0.511830869888621,0.5158263950130232,0.856779169884435,0.5962264853167067,294464,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,294464
1202,7,1.1716347446172728,1.065234928183826,1.1512355099625393,2.778946225686223,1.779255850364503,1.9192883401267093,0.7301073519008897,2,5,1,1.0348182078716064,0.511830869888621,0.28389050836942276,0.5156399307156696,0.5962264853167067,250000,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,250000
1203,8,1.1716347446172728,1.065234928183826,1.1512355099625393,2.518690961360412,1.779255850364503,1.9192883401267093,0.7301073519008897,2,5,1,1.0348182078716064,0.511830869888621,0.28389050836942276,0.5156399307156696,0.5962264853167067,275000,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,275000
1204,8,1.104757414280501,0.9233684827715167,0.8894234619722514,2.1192893180881276,1.705544711538782,2.0636815863886953,0.8436600807246075,2,7,2,0.956576285762889,1.9308819566548228,2.3065871942147753,0.7363770854719296,0.7520234196094424,271000,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,271000
1205,7,0.9041254232701851,0.6869244070843344,-0.6008912727416957,-1.0192345625934354,-0.15991410951215818,-0.5521867586830957,1.1895997894666313,2,8,1,0.7218505194367371,1.9308819566548228,2.0854390232290165,2.4220062672470064,0.05093721529213201,213000,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,213000
1206,6,0.26879078507085186,-0.2588518956643947,-0.6008912727416957,0.3258471005558059,0.3674040374718462,0.14627359532837086,-0.6642145276089466,1,6,1,-0.021447740596077288,-0.9072202168775808,-0.38494786241677376,1.2681529582938287,-0.7799797676024581,171000,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,171000
1207,6,0.26879078507085186,-0.2588518956643947,-0.6008912727416957,0.632484491197108,0.6509084175707732,0.6869087731930157,-0.23905198480386397,2,6,2,0.09591514256699867,0.511830869888621,0.23534578790913432,1.6193257044969698,1.3752111567803849,171500,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,171500
1208,5,0.23535211990246588,-0.30614071080183114,-0.6008912727416957,-1.0192345625934354,-2.7398039684123945,-0.46487921443166247,1.3269193685092666,2,8,0,-0.060568701650435944,0.511830869888621,0.2946782240272647,-0.7686489696843887,-0.7799797676024581,100000,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,100000
1209,7,0.5697387715863255,0.16674744057253343,2.8228047394389937,1.2818342596139831,0.8805469654509042,1.432380881801408,0.3471969872627718,2,6,1,0.33064090889315056,0.511830869888621,0.445706243237051,1.6393927185657207,-0.7799797676024581,241500,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,241500
1210,8,1.2385120749540448,1.1598125584586991,1.997089818854239,1.6503144853426068,1.5637925214893185,1.5532682507649311,0.44226438813844243,2,8,0,1.1521810910346824,1.9308819566548228,1.9344110040192304,-0.7686489696843887,-0.10485971900060365,294000,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,294000
1211,8,1.2719507401224308,1.2071013735961356,2.8026653511320485,2.8794408327031205,1.903997777608031,1.9192883401267093,0.7301073519008897,2,7,1,1.191302052089041,1.9308819566548228,1.9991372979662816,1.1577843809156987,0.3625310838776033,293077,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,293077
1212,5,1.2385120749540448,1.1598125584586991,-0.6008912727416957,-1.0192345625934354,-1.7418685504641713,-1.2170672879824727,0.19139208027208932,2,6,0,1.1521810910346824,0.511830869888621,-0.1584058336020943,0.23470173375315684,-0.7799797676024581,172500,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,172500
1213,5,1.2385120749540448,1.1598125584586991,-0.6008912727416957,-1.0192345625934354,-1.6511471488325147,-1.0760320241916959,0.0646355457711951,2,7,0,1.1521810910346824,0.511830869888621,-0.1584058336020943,0.23470173375315684,-0.7799797676024581,167500,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,167500
1214,7,1.3053894052908166,1.2071013735961356,0.0032903764666612073,-1.0192345625934354,-0.4831091028249351,-0.9349967604009188,0.6403214732960897,2,6,0,1.191302052089041,1.9308819566548228,1.2763603488908757,-0.7686489696843887,0.8818541981867221,218689,0,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,218689
1215,6,0.6700547670914834,0.3086138859848428,0.688029578902799,-1.0192345625934354,1.4985865140665653,1.4122329869741541,0.33135242045016,2,8,1,0.44800379205622654,0.511830869888621,0.04656076389690143,1.7597948029782262,-0.7799797676024581,150000,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,150000
1216,6,0.5697387715863255,0.16674744057253343,0.7283083555166895,2.5831105812430386,1.8132763759763744,1.9360782524827542,0.7433111575780662,2,7,1,0.33064090889315056,0.511830869888621,1.0066674574448287,1.1577843809156987,-0.7799797676024581,184000,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,184000
1217,6,0.5697387715863255,0.16674744057253343,1.6949989942500605,1.3514074490872199,0.8210110456301295,0.6096751763552093,-0.2997894909188758,2,6,1,0.33064090889315056,0.511830869888621,0.801700859945833,2.06080001400949,-0.7799797676024581,180000,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,180000
1218,6,0.6366161019230975,0.3086138859848428,1.604371746868807,0.9983879321304265,1.40219502483293,1.4592447415710799,0.36832307634625416,2,5,1,0.4088828310018679,0.511830869888621,0.9203657321820937,1.4788566060157133,-0.7799797676024581,175000,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,175000
1219,8,1.1381960794488868,0.9706572979089532,1.4734657228736632,1.6322769917754714,1.3199787546042412,1.2275439510576607,0.18611055800121873,2,7,1,0.9956972468172477,0.511830869888621,0.2029826409356087,1.0875498316750705,1.6868050253658562,232500,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,232500
1220,6,1.004441418775343,0.8287908524966439,-0.6008912727416957,2.132173242064653,1.9833790040357304,2.0166698317917695,0.8066894248285134,2,6,0,0.839213402599813,0.511830869888621,0.03037919041013861,0.8868796909875615,0.5702603296012508,195000,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,195000
1221,8,1.1381960794488868,0.9706572979089532,1.6748596059431153,1.2251449941172718,1.4617309446537048,1.3685792148484375,2.3568162113290323,2,10,2,0.9956972468172477,1.9308819566548228,1.7240505486913138,0.9169802120906878,-0.7799797676024581,305000,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,305000
1222,7,0.9375640884385711,0.7342132222217709,1.4130475579528274,2.353776734460888,1.0704949001171853,0.9051776338215991,-0.06740251100056971,2,8,0,0.7609714804910958,3.349933043421024,1.9128355727035466,-0.7686489696843887,-0.7799797676024581,209200,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,209200
1223,7,0.9375640884385711,0.7342132222217709,1.4130475579528274,2.353776734460888,1.0704949001171853,0.9051776338215991,-0.06740251100056971,2,8,0,0.7609714804910958,3.349933043421024,1.9128355727035466,-0.7686489696843887,-0.7799797676024581,206300,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,206300
1224,5,1.2719507401224308,1.2071013735961356,-0.6008912727416957,-1.0192345625934354,0.3560638622678891,0.058966051076937545,-0.7328743171302644,1,5,0,1.073939168925965,-2.3262713036437828,-2.3159489651704703,-0.7686489696843887,0.5702603296012508,146000,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,146000
1225,6,0.9375640884385711,0.6869244070843344,1.3828384754924095,1.2071075005501364,0.6310631109638484,0.38469035078420805,-0.47672048699304065,2,4,0,0.7609714804910958,0.511830869888621,-0.2015566962334618,-0.7686489696843887,2.3878912296831665,160500,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,160500
1226,4,-0.16591186211816566,-0.8736064924510686,0.3859387542986206,1.2096842853454415,0.6622485927747304,0.42162815796750674,-0.4476721145032524,1,6,0,-0.5300202343027398,1.9308819566548228,2.268830189412329,-0.7686489696843887,2.309992762536799,173000,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,173000
1227,5,0.20191345473407993,-0.3534295259392676,-0.6008912727416957,0.9623129449961557,0.20864158461644702,-0.11564903742592912,-0.8701938961728998,1,6,0,-0.0996896627047946,0.511830869888621,0.37558609146107874,-0.7686489696843887,1.8166358039431358,124000,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,124000
1228,5,0.23535211990246588,-0.30614071080183114,-0.6008912727416957,-1.0192345625934354,-1.991352404951227,-1.5394336052185342,-0.17303295641798155,1,4,1,-0.060568701650435944,-0.9072202168775808,-0.5036127346530345,0.6460755221625505,-0.15679203043151552,115000,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,115000
1229,5,0.23535211990246588,-0.30614071080183114,-0.6008912727416957,-0.19981699768642636,-1.1805298778682956,-0.5018170216149611,0.2785371977414541,2,6,1,-0.060568701650435944,-0.9072202168775808,-0.5036127346530345,0.1544336774781532,-0.10485971900060365,129500,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,129500
1230,4,0.135036124397308,1.1125237433212625,-0.6008912727416957,0.2717346198543996,-1.2485709290920382,-1.8416520276273418,-1.0075134752155352,1,5,0,-0.1779315848135119,-0.9072202168775808,-0.713973189980951,0.43537187444066594,1.8426019596585919,105000,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,105000
1231,4,0.135036124397308,-0.4480071562141405,-0.6008912727416957,0.10682039295487578,-1.4300137323553515,-1.8416520276273418,-1.0075134752155352,1,4,1,-0.1779315848135119,-0.9072202168775808,-0.713973189980951,-0.7686489696843887,1.8426019596585919,94900,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,94900
1232,5,-0.03215720144462182,-0.6844512319013228,-0.6008912727416957,1.0035415017210367,0.41559978208866377,0.2873088591191478,-0.5533025599206642,1,6,0,-0.37353639008530515,-0.9072202168775808,-0.9297275031377886,0.04406510010002319,-0.7799797676024581,152500,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,152500
1233,6,0.03472012889215011,1.1598125584586991,-0.6008912727416957,-0.09674560587422396,-1.1918700530722528,-1.7744923782031625,-0.7328743171302644,2,6,0,1.073939168925965,-2.3262713036437828,-2.3159489651704703,1.1076168457438214,-0.7799797676024581,98000,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,98000
1234,4,0.10159745922892204,-0.49529597135157694,-0.6008912727416957,0.25627391108256925,-0.953726373789154,-1.4924218506216085,-1.952905961701371,1,3,0,1.073939168925965,-2.3262713036437828,-2.3159489651704703,0.11429964934065137,-0.7799797676024581,81000,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,81000
1235,5,0.4694227760811676,0.024880995160224063,-0.6008912727416957,0.3567685180994666,-0.4264082268051496,-0.8678371109767393,-1.461724390510406,1,4,0,0.21327802573007462,-0.9072202168775808,-0.8919704983353421,2.39190574614388,-0.7799797676024581,128500,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,128500
1236,5,0.5028614412495536,0.11945862543509697,-0.6008912727416957,0.676289832717294,-0.2563055987457934,-0.5085329865573791,-1.1791629490188293,1,5,0,0.2523989867844333,-0.9072202168775808,-0.8919704983353421,2.8634805767595264,-0.7799797676024581,119500,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,119500
1237,5,0.43598411091278166,1.2071013735961356,-0.6008912727416957,0.632484491197108,-0.4264082268051496,-0.8678371109767393,-1.461724390510406,1,5,1,0.17415706467571598,-0.9072202168775808,-0.8919704983353421,-0.7686489696843887,-0.7799797676024581,130500,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,130500
1238,5,0.43598411091278166,0.9706572979089532,-0.6008912727416957,1.0834218303754934,-0.4264082268051496,-0.8678371109767393,-1.461724390510406,1,4,0,0.2915199478387919,0.511830869888621,2.0854390232290165,-0.7686489696843887,-0.7799797676024581,138000,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,138000
1239,5,0.43598411091278166,1.065234928183826,-0.6008912727416957,0.6247541368111929,-0.3441919565764608,-0.7704556193116792,-1.3851423175827826,1,6,0,0.17415706467571598,-0.9072202168775808,-0.8919704983353421,-0.7686489696843887,-0.7799797676024581,134500,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,134500
1240,6,-0.9684398261594288,0.11945862543509697,-0.6008912727416957,0.6814434023079041,0.04704408796005858,-0.3070540382848407,1.0047465099861606,2,7,0,0.44800379205622654,-0.9072202168775808,-0.034347103536912664,1.689560253737598,-0.7799797676024581,160000,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,160000
1241,5,0.5028614412495536,0.07216981029766052,-0.6008912727416957,0.6479451999689384,-0.29032612435766464,-0.6227043905784843,-1.2689488276236296,1,6,0,0.2523989867844333,0.511830869888621,0.2946782240272647,-0.7686489696843887,-0.7799797676024581,137500,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,137500
1242,6,0.06815879406053607,-0.5425847864890134,2.440156361607034,1.140111095872205,1.7594105437575782,1.72116737432538,0.5743024449102072,2,7,1,-0.2561735069222292,0.511830869888621,0.5158263950130232,-0.7686489696843887,0.3625310838776033,167300,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,167300
1243,7,0.03472012889215011,-0.5898736016264499,-0.6008912727416957,0.9855040081539013,0.8805469654509042,0.6801928082505978,-0.24433350707473456,1,5,1,-0.29529446797658787,0.511830869888621,0.5212202528419442,-0.7686489696843887,-0.7799797676024581,167000,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,167000
1244,7,1.1381960794488868,0.9706572979089532,-0.6008912727416957,-1.0192345625934354,-0.3385218689744822,-0.7637396543692612,0.9598535706837605,2,7,1,0.9956972468172477,0.511830869888621,0.019591474752296733,0.23470173375315684,0.46639570673942704,225000,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,225000
1245,6,0.8706867581017992,0.639635591946898,-0.6008912727416957,-1.0192345625934354,-0.45475866481504235,-0.9014169356888291,0.5346910278786778,2,7,1,0.6827295583823785,0.511830869888621,-0.30403999498295964,-0.7686489696843887,0.25866646101577956,168000,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,168000
1246,6,0.9375640884385711,0.6869244070843344,-0.6008912727416957,-0.5502597298479145,-0.4887791904269136,-0.9417127253433368,0.2653333920642776,2,6,0,0.7609714804910958,0.511830869888621,-0.22313212754914555,-0.7686489696843887,1.1674819110567374,177000,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,177000
1247,6,0.9375640884385711,0.6869244070843344,-0.6008912727416957,-1.0192345625934354,-0.14290384670622255,-0.532038863855842,0.6086323396708662,2,7,1,0.7609714804910958,0.511830869888621,0.1652256361331621,0.23470173375315684,0.20673414958486766,169000,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,169000
1248,6,0.9375640884385711,0.6869244070843344,-0.6008912727416957,-1.0192345625934354,-1.6511471488325147,-1.0760320241916959,0.038227934416842135,2,7,1,0.7609714804910958,0.511830869888621,-0.21234441189130368,-0.7686489696843887,-0.7799797676024581,161500,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,161500
1249,8,1.037880083943729,0.8287908524966439,-0.6008912727416957,2.0626000525914163,1.4957514702655759,1.9394362349539631,0.7459519187135015,2,6,0,0.8783343636541717,0.511830869888621,0.37558609146107874,0.194567705615655,0.46639570673942704,251000,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,251000
1250,6,0.8372480929334132,0.5450579616720251,-0.27866105983057204,-0.5399525906666943,-1.6284667984246004,-0.5051750040861701,0.856863886401784,2,7,1,0.6436085973280198,0.511830869888621,-0.16919354925993615,1.799928831115728,0.8818541981867221,160000,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,160000
1251,6,1.004441418775343,0.8287908524966439,-0.6008912727416957,1.2251449941172718,-0.12305854009929766,-0.4279414072483637,0.9096791091104899,2,7,1,0.8783343636541717,0.511830869888621,0.11668091567287364,1.799928831115728,0.46639570673942704,180000,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,180000
1252,7,0.9041254232701851,0.639635591946898,-0.6008912727416957,0.0475543426628594,-0.7807887019288084,-1.287584919877861,0.4845165663054072,2,6,0,0.7218505194367371,0.511830869888621,-0.050528677023675486,-0.7686489696843887,0.3625310838776033,178750,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,178750
1253,7,0.8706867581017992,0.639635591946898,-0.21824289490973633,-1.0192345625934354,0.7671452134113333,0.5996012289415824,-0.30771177432518165,2,6,1,0.6827295583823785,0.511830869888621,-0.1476181179442524,1.4387225778782116,-0.23469049757788335,176000,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,176000
1254,7,0.7703707625966413,0.49776914653458865,-0.07726717676111972,-1.0192345625934354,0.5715271911430737,0.3779743858417901,-0.48200200926391124,2,6,0,0.5653666752193025,0.511830869888621,-0.050528677023675486,-0.7686489696843887,-0.23469049757788335,160000,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,160000
1255,7,0.7369320974282553,0.45048033139715216,0.16440548292222307,-1.0192345625934354,-1.6511471488325147,-0.914848865573665,0.2706149143351482,2,7,1,0.5262457141649438,0.511830869888621,-0.1476181179442524,0.8768461839531859,-0.7799797676024581,160000,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,160000
1256,7,0.7703707625966413,0.45048033139715216,1.110956733348649,-1.0192345625934354,-1.6511471488325147,-0.8812690408615753,0.29702252568950116,2,7,1,0.5653666752193025,0.511830869888621,-0.2015566962334618,0.23470173375315684,-0.13082587471605958,163900,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,163900
1257,6,0.8038094277650273,0.5450579616720251,-0.6008912727416957,-1.0192345625934354,-0.17975941611908308,-0.5521867586830957,0.7195443073591485,2,7,1,0.6044876362736611,0.511830869888621,-0.2015566962334618,2.1410680702844935,1.4011773124958409,168000,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,168000
